chr start end read_depth
5 8450000 8500000 146964
5 8500000 8550000 138328
5 8550000 8600000 133717
5 8600000 8650000 139384
5 8650000 8700000 133280
5 8700000 8750000 126647
5 8750000 8800000 133574
5 8800000 8850000 138774
5 8850000 8900000 135812
5 8900000 8950000 138661
5 8950000 9000000 143367
5 9000000 9050000 125735
5 9050000 9100000 128148
5 9100000 9150000 133662
5 9150000 9200000 119094
5 9200000 9250000 137052
5 9250000 9300000 114676
5 9300000 9350000 131945
5 9350000 9400000 138023
5 9400000 9450000 129604
5 9450000 9500000 125554
5 9500000 9550000 121334
5 9550000 9600000 122256
5 9600000 9650000 132321
5 9650000 9700000 139200
5 9700000 9750000 126569
5 9750000 9800000 134368
5 9800000 9850000 141597
5 9850000 9900000 127981
5 9900000 9950000 123217
5 9950000 10000000 133018
5 10000000 10050000 120569
5 10050000 10100000 127379
5 10100000 10150000 121706
5 10150000 10200000 125773
5 10200000 10250000 125067
5 10250000 10300000 118313
5 10300000 10350000 139470
5 10350000 10400000 135381
5 10400000 10450000 129683
5 10450000 10500000 108239
5 10500000 10550000 118775
5 10550000 10600000 121272
5 10600000 10650000 115302
5 10650000 10700000 117177
5 10700000 10750000 116113
5 10750000 10800000 120921
5 10800000 10850000 134136
5 10850000 10900000 128172
5 10900000 10950000 132165
5 10950000 11000000 120314
5 11000000 11050000 134919
5 11050000 11100000 125445
5 11100000 11150000 132037
5 11150000 11200000 134859
5 11200000 11250000 126566
5 11250000 11300000 131844
5 11300000 11350000 125983
5 11350000 11400000 133311
5 11400000 11450000 141562
5 11450000 11500000 127499
5 11500000 11550000 127463
5 11550000 11600000 134871
5 11600000 11650000 138812
5 11650000 11700000 138220
5 11700000 11750000 133826
5 11750000 11800000 126756
5 11800000 11850000 143668
5 11850000 11900000 138523
5 11900000 11950000 133591
5 11950000 12000000 140786
5 12000000 12050000 138486
5 12050000 12100000 142256
5 12100000 12150000 149289
5 12150000 12200000 147916
5 12200000 12250000 151622
5 12250000 12300000 133202
5 12300000 12350000 150330
5 12350000 12400000 140698
5 12400000 12450000 147986
5 12450000 12500000 136722
5 12500000 12550000 142147
5 12550000 12600000 148365
5 12600000 12650000 153187
5 12650000 12700000 148283
5 12700000 12750000 152542
5 12750000 12800000 147535
5 12800000 12850000 115297
5 12850000 12900000 135456
5 12900000 12950000 140067
5 12950000 13000000 137787
5 13000000 13050000 154651
5 13050000 13100000 150668
5 13100000 13150000 136923
5 13150000 13200000 132870
5 13200000 13250000 142076
5 13250000 13300000 139293
5 13300000 13350000 136365
5 13350000 13400000 132045
5 13400000 13450000 135138
5 13450000 13500000 138419
5 13500000 13550000 129814
5 13550000 13600000 137431
5 13600000 13650000 135239
5 13650000 13700000 133655
5 13700000 13750000 141013
5 13750000 13800000 139425
5 13800000 13850000 135866
5 13850000 13900000 140678
5 13900000 13950000 134707
5 13950000 14000000 122069
5 14000000 14050000 118376
5 14050000 14100000 140015
5 14100000 14150000 127250
5 14150000 14200000 138361
5 14200000 14250000 127221
5 14250000 14300000 135394
5 14300000 14350000 134980
5 14350000 14400000 127928
5 14400000 14450000 117597
5 14450000 14500000 124537
5 14500000 14550000 134074
5 14550000 14600000 128616
5 14600000 14650000 140923
5 14650000 14700000 130632
5 14700000 14750000 119007
5 14750000 14800000 123135
5 14800000 14850000 128813
5 14850000 14900000 129075
5 14900000 14950000 130179
5 14950000 15000000 129691
5 15000000 15050000 132762
5 15050000 15100000 135249
5 15100000 15150000 140882
5 15150000 15200000 139609
5 15200000 15250000 150325
5 15250000 15300000 131590
5 15300000 15350000 139507
5 15350000 15400000 130012
5 15400000 15450000 137008
5 15450000 15500000 135485
5 15500000 15550000 127390
5 15550000 15600000 133479
5 15600000 15650000 137861
5 15650000 15700000 128038
5 15700000 15750000 141941
5 15750000 15800000 129563
5 15800000 15850000 130414
5 15850000 15900000 138370
5 15900000 15950000 133924
5 15950000 16000000 133842
5 16000000 16050000 129464
5 16050000 16100000 135874
5 16100000 16150000 136773
5 16150000 16200000 130325
5 16200000 16250000 134460
5 16250000 16300000 137185
5 16300000 16350000 145831
5 16350000 16400000 133978
5 16400000 16450000 122956
5 16450000 16500000 130487
5 16500000 16550000 128525
5 16550000 16600000 130680
5 16600000 16650000 117594
5 16650000 16700000 118836
5 16700000 16750000 126761
5 16750000 16800000 130999
5 16800000 16850000 125628
5 16850000 16900000 126747
5 16900000 16950000 126574
5 16950000 17000000 124828
5 17000000 17050000 129959
5 17050000 17100000 127369
5 17100000 17150000 130140
5 17150000 17200000 127145
5 17200000 17250000 123929
5 17250000 17300000 130960
5 17300000 17350000 132274
5 17350000 17400000 130487
5 17400000 17450000 126260
5 17450000 17500000 138520
5 17500000 17550000 293125
5 17550000 17600000 261882
5 17600000 17650000 122716
5 17650000 17700000 135495
5 17700000 17750000 133679
5 17750000 17800000 136682
5 17800000 17850000 147132
5 17850000 17900000 131425
5 17900000 17950000 154757
5 17950000 18000000 139198
5 18000000 18050000 141699
5 18050000 18100000 143110
5 18100000 18150000 144452
5 18150000 18200000 133197
5 18200000 18250000 153296
5 18250000 18300000 131671
5 18300000 18350000 131313
5 18350000 18400000 140093
5 18400000 18450000 143206
5 18450000 18500000 142671
5 18500000 18550000 131874
5 18550000 18600000 140426
5 18600000 18650000 133828
5 18650000 18700000 152887
5 18700000 18750000 139079
5 18750000 18800000 141563
5 18800000 18850000 143649
5 18850000 18900000 145271
5 18900000 18950000 157166
5 18950000 19000000 140666
5 19000000 19050000 137148
5 19050000 19100000 142236
5 19100000 19150000 146196
5 19150000 19200000 136579
5 19200000 19250000 136036
5 19250000 19300000 130736
5 19300000 19350000 133907
5 19350000 19400000 141173
5 19400000 19450000 137072
5 19450000 19500000 137946
5 19500000 19550000 144394
5 19550000 19600000 147438
5 19600000 19650000 148784
5 19650000 19700000 147203
5 19700000 19750000 122544
5 19750000 19800000 135888
5 19800000 19850000 144981
5 19850000 19900000 139727
5 19900000 19950000 139508
5 19950000 20000000 151050
5 20000000 20050000 139870
5 20050000 20100000 142299
5 20100000 20150000 139177
5 20150000 20200000 144302
5 20200000 20250000 156222
5 20250000 20300000 152824
5 20300000 20350000 133085
5 20350000 20400000 147405
5 20400000 20450000 143226
5 20450000 20500000 144212
5 20500000 20550000 140799
5 20550000 20600000 141867
5 20600000 20650000 132245
5 20650000 20700000 147147
5 20700000 20750000 141293
5 20750000 20800000 140806
5 20800000 20850000 143294
5 20850000 20900000 132837
5 20900000 20950000 161856
5 20950000 21000000 140208
5 21000000 21050000 154382
5 21050000 21100000 145005
5 21100000 21150000 137599
5 21150000 21200000 145591
5 21200000 21250000 142170
5 21250000 21300000 134799
5 21300000 21350000 140815
5 21350000 21400000 135556
5 21400000 21450000 142847
5 21450000 21500000 191535
5 21500000 21550000 216983
5 21550000 21600000 192681
5 21600000 21650000 136633
5 21650000 21700000 144520
5 21700000 21750000 146775
5 21750000 21800000 148372
5 21800000 21850000 141024
5 21850000 21900000 144449
5 21900000 21950000 135133
5 21950000 22000000 152074
5 22000000 22050000 146499
5 22050000 22100000 137974
5 22100000 22150000 133795
5 22150000 22200000 138251
5 22200000 22250000 143047
5 22250000 22300000 138759
5 22300000 22350000 138693
5 22350000 22400000 141777
5 22400000 22450000 151122
5 22450000 22500000 145262
5 22500000 22550000 140620
5 22550000 22600000 144105
5 22600000 22650000 144929
5 22650000 22700000 144804
5 22700000 22750000 150473
5 22750000 22800000 139818
5 22800000 22850000 148296
5 22850000 22900000 148251
5 22900000 22950000 146310
5 22950000 23000000 146498
5 23000000 23050000 145941
5 23050000 23100000 145872
5 23100000 23150000 147921
5 23150000 23200000 143225
5 23200000 23250000 135362
5 23250000 23300000 146165
5 23300000 23350000 136035
5 23350000 23400000 155837
5 23400000 23450000 145147
5 23450000 23500000 147836
5 23500000 23550000 139795
5 23550000 23600000 155326
5 23600000 23650000 135150
5 23650000 23700000 139055
5 23700000 23750000 143687
5 23750000 23800000 139253
5 23800000 23850000 138908
5 23850000 23900000 140327
5 23900000 23950000 140683
5 23950000 24000000 136280
5 24000000 24050000 142833
5 24050000 24100000 136410
5 24100000 24150000 150303
5 24150000 24200000 139051
5 24200000 24250000 139530
5 24250000 24300000 145199
5 24300000 24350000 134909
5 24350000 24400000 133547
5 24400000 24450000 142818
5 24450000 24500000 144249
5 24500000 24550000 139698
5 24550000 24600000 144235
5 24600000 24650000 142715
5 24650000 24700000 134280
5 24700000 24750000 142177
5 24750000 24800000 147673
5 24800000 24850000 134772
5 24850000 24900000 138412
5 24900000 24950000 137137
5 24950000 25000000 143255
5 25000000 25050000 136960
5 25050000 25100000 134546
5 25100000 25150000 144082
5 25150000 25200000 138510
5 25200000 25250000 143321
5 25250000 25300000 141303
5 25300000 25350000 143568
5 25350000 25400000 141768
5 25400000 25450000 142424
5 25450000 25500000 145315
5 25500000 25550000 139063
5 25550000 25600000 148228
5 25600000 25650000 139499
5 25650000 25700000 133583
5 25700000 25750000 143614
5 25750000 25800000 141151
5 25800000 25850000 140950
5 25850000 25900000 145813
5 25900000 25950000 146383
5 25950000 26000000 145238
5 26000000 26050000 148674
5 26050000 26100000 144199
5 26100000 26150000 136386
5 26150000 26200000 144496
5 26200000 26250000 127623
5 26250000 26300000 141421
5 26300000 26350000 145294
5 26350000 26400000 148411
5 26400000 26450000 136778
5 26450000 26500000 137953
5 26500000 26550000 147324
5 26550000 26600000 149902
5 26600000 26650000 145320
5 26650000 26700000 138588
5 26700000 26750000 149709
5 26750000 26800000 141813
5 26800000 26850000 138866
5 26850000 26900000 141045
5 26900000 26950000 137256
5 26950000 27000000 138770
5 27000000 27050000 151605
5 27050000 27100000 140742
5 27100000 27150000 149764
5 27150000 27200000 156122
5 27200000 27250000 146805
5 27250000 27300000 148692
5 27300000 27350000 136124
5 27350000 27400000 143817
5 27400000 27450000 124620
5 27450000 27500000 145905
5 27500000 27550000 153260
5 27550000 27600000 141922
5 27600000 27650000 136808
5 27650000 27700000 139172
5 27700000 27750000 136318
5 27750000 27800000 143845
5 27800000 27850000 144827
5 27850000 27900000 152107
5 27900000 27950000 140561
5 27950000 28000000 145820
5 28000000 28050000 140706
5 28050000 28100000 142160
5 28100000 28150000 144867
5 28150000 28200000 135900
5 28200000 28250000 145165
5 28250000 28300000 140411
5 28300000 28350000 142316
5 28350000 28400000 151267
5 28400000 28450000 132294
5 28450000 28500000 139697
5 28500000 28550000 147357
5 28550000 28600000 140759
5 28600000 28650000 153357
5 28650000 28700000 141611
5 28700000 28750000 136972
5 28750000 28800000 136096
5 28800000 28850000 135460
5 28850000 28900000 144087
5 28900000 28950000 143459
5 28950000 29000000 126958
5 29000000 29050000 130905
5 29050000 29100000 139283
5 29100000 29150000 141349
5 29150000 29200000 142475
5 29200000 29250000 151016
5 29250000 29300000 144841
5 29300000 29350000 140261
5 29350000 29400000 142532
5 29400000 29450000 169350
5 29450000 29500000 136247
5 29500000 29550000 146357
5 29550000 29600000 146343
5 29600000 29650000 150689
5 29650000 29700000 139671
5 29700000 29750000 141323
5 29750000 29800000 140019
5 29800000 29850000 150548
5 29850000 29900000 141401
5 29900000 29950000 138662
5 29950000 30000000 151188
5 30000000 30050000 140268
5 30050000 30100000 139408
5 30100000 30150000 140946
5 30150000 30200000 136922
5 30200000 30250000 133701
5 30250000 30300000 155249
5 30300000 30350000 138977
5 30350000 30400000 153490
5 30400000 30450000 147072
5 30450000 30500000 137160
5 30500000 30550000 142964
5 30550000 30600000 150668
5 30600000 30650000 150635
5 30650000 30700000 139404
5 30700000 30750000 139504
5 30750000 30800000 138671
5 30800000 30850000 129144
5 30850000 30900000 129994
5 30900000 30950000 133077
5 30950000 31000000 136656
5 31000000 31050000 131863
5 31050000 31100000 130147
5 31100000 31150000 128700
5 31150000 31200000 133010
5 31200000 31250000 127463
5 31250000 31300000 130409
5 31300000 31350000 146125
5 31350000 31400000 121208
5 31400000 31450000 133449
5 31450000 31500000 133590
5 31500000 31550000 131385
5 31550000 31600000 127196
5 31600000 31650000 120354
5 31650000 31700000 126092
5 31700000 31750000 116027
5 31750000 31800000 120000
5 31800000 31850000 121969
5 31850000 31900000 119963
5 31900000 31950000 117021
5 31950000 32000000 119840
5 32000000 32050000 124165
5 32050000 32100000 121954
5 32100000 32150000 138630
5 32150000 32200000 141286
5 32200000 32250000 120034
5 32250000 32300000 125045
5 32300000 32350000 128621
5 32350000 32400000 137492
5 32400000 32450000 134984
5 32450000 32500000 120003
5 32500000 32550000 120682
5 32550000 32600000 123548
5 32600000 32650000 131022
5 32650000 32700000 125580
5 32700000 32750000 128857
5 32750000 32800000 121924
5 32800000 32850000 117256
5 32850000 32900000 133282
5 32900000 32950000 125480
5 32950000 33000000 123705
5 33000000 33050000 135540
5 33050000 33100000 133074
5 33100000 33150000 135466
5 33150000 33200000 138325
5 33200000 33250000 131442
5 33250000 33300000 137706
5 33300000 33350000 130853
5 33350000 33400000 132507
5 33400000 33450000 130210
5 33450000 33500000 134379
5 33500000 33550000 120673
5 33550000 33600000 131999
5 33600000 33650000 126169
5 33650000 33700000 137174
5 33700000 33750000 133072
5 33750000 33800000 134745
5 33800000 33850000 129486
5 33850000 33900000 144421
5 33900000 33950000 122955
5 33950000 34000000 125070
5 34000000 34050000 126569
5 34050000 34100000 135682
5 34100000 34150000 142320
5 34150000 34200000 320636
5 34200000 34250000 131176
5 34250000 34300000 143353
5 34300000 34350000 143655
5 34350000 34400000 146621
5 34400000 34450000 136006
5 34450000 34500000 115662
5 34500000 34550000 127856
5 34550000 34600000 122305
5 34600000 34650000 128483
5 34650000 34700000 117667
5 34700000 34750000 119625
5 34750000 34800000 124352
5 34800000 34850000 127101
5 34850000 34900000 133607
5 34900000 34950000 137105
5 34950000 35000000 129087
5 35000000 35050000 123579
5 35050000 35100000 126622
5 35100000 35150000 122159
5 35150000 35200000 132533
5 35200000 35250000 130804
5 35250000 35300000 132024
5 35300000 35350000 127930
5 35350000 35400000 134170
5 35400000 35450000 136246
5 35450000 35500000 138431
5 35500000 35550000 131020
5 35550000 35600000 133155
5 35600000 35650000 145473
5 35650000 35700000 133006
5 35700000 35750000 138639
5 35750000 35800000 135605
5 35800000 35850000 131191
5 35850000 35900000 133798
5 35900000 35950000 125835
5 35950000 36000000 125958
5 36000000 36050000 130480
5 36050000 36100000 123459
5 36100000 36150000 139072
5 36150000 36200000 137892
5 36200000 36250000 144366
5 36250000 36300000 123844
5 36300000 36350000 134211
5 36350000 36400000 120994
5 36400000 36450000 131420
5 36450000 36500000 138768
5 36500000 36550000 127465
5 36550000 36600000 124679
5 36600000 36650000 129287
5 36650000 36700000 128460
5 36700000 36750000 112306
5 36750000 36800000 131756
5 36800000 36850000 146756
5 36850000 36900000 139848
5 36900000 36950000 153173
5 36950000 37000000 147743
5 37000000 37050000 159866
5 37050000 37100000 131755
5 37100000 37150000 143098
5 37150000 37200000 137663
5 37200000 37250000 138171
5 37250000 37300000 123670
5 37300000 37350000 133520
5 37350000 37400000 136633
5 37400000 37450000 129291
5 37450000 37500000 130754
5 37500000 37550000 134791
5 37550000 37600000 139575
5 37600000 37650000 133403
5 37650000 37700000 130960
5 37700000 37750000 145448
5 37750000 37800000 130854
5 37800000 37850000 118873
5 37850000 37900000 119864
5 37900000 37950000 127038
5 37950000 38000000 136481
5 38000000 38050000 126225
5 38050000 38100000 141467
5 38100000 38150000 125302
5 38150000 38200000 136004
5 38200000 38250000 128949
5 38250000 38300000 126745
5 38300000 38350000 124137
5 38350000 38400000 124114
5 38400000 38450000 111528
5 38450000 38500000 131674
5 38500000 38550000 132041
5 38550000 38600000 122686
5 38600000 38650000 125301
5 38650000 38700000 125715
5 38700000 38750000 122454
5 38750000 38800000 140234
5 38800000 38850000 127260
5 38850000 38900000 128281
5 38900000 38950000 127015
5 38950000 39000000 137601
5 39000000 39050000 146284
5 39050000 39100000 140009
5 39100000 39150000 146337
5 39150000 39200000 132507
5 39200000 39250000 126679
5 39250000 39300000 147454
5 39300000 39350000 137666
5 39350000 39400000 122723
5 39400000 39450000 120222
5 39450000 39500000 137467
5 39500000 39550000 129824
5 39550000 39600000 142991
5 39600000 39650000 145078
5 39650000 39700000 143195
5 39700000 39750000 145159
5 39750000 39800000 136121
5 39800000 39850000 140527
5 39850000 39900000 132328
5 39900000 39950000 134108
5 39950000 40000000 141298
5 40000000 40050000 147492
5 40050000 40100000 135248
5 40100000 40150000 121323
5 40150000 40200000 135146
5 40200000 40250000 146699
5 40250000 40300000 140251
5 40300000 40350000 133864
5 40350000 40400000 131460
5 40400000 40450000 124849
5 40450000 40500000 136299
5 40500000 40550000 138111
5 40550000 40600000 129888
5 40600000 40650000 131586
5 40650000 40700000 135003
5 40700000 40750000 134483
5 40750000 40800000 136305
5 40800000 40850000 125662
5 40850000 40900000 128709
5 40900000 40950000 140284
5 40950000 41000000 125480
5 41000000 41050000 129381
5 41050000 41100000 136736
5 41100000 41150000 133638
5 41150000 41200000 140518
5 41200000 41250000 140101
5 41250000 41300000 129922
5 41300000 41350000 144146
5 41350000 41400000 139494
5 41400000 41450000 137751
5 41450000 41500000 132477
5 41500000 41550000 134105
5 41550000 41600000 132575
5 41600000 41650000 139578
5 41650000 41700000 133440
5 41700000 41750000 122132
5 41750000 41800000 134232
5 41800000 41850000 137146
5 41850000 41900000 123147
5 41900000 41950000 145001
5 41950000 42000000 141372
5 42000000 42050000 149586
5 42050000 42100000 144347
5 42100000 42150000 139043
5 42150000 42200000 136388
5 42200000 42250000 137164
5 42250000 42300000 136295
5 42300000 42350000 133537
5 42350000 42400000 134199
5 42400000 42450000 135388
5 42450000 42500000 130083
5 42500000 42550000 133244
5 42550000 42600000 131465
5 42600000 42650000 135229
5 42650000 42700000 136335
5 42700000 42750000 143813
5 42750000 42800000 145818
5 42800000 42850000 132565
5 42850000 42900000 130678
5 42900000 42950000 131844
5 42950000 43000000 130220
5 43000000 43050000 126895
5 43050000 43100000 115656
5 43100000 43150000 134072
5 43150000 43200000 139176
5 43200000 43250000 130127
5 43250000 43300000 127642
5 43300000 43350000 125997
5 43350000 43400000 125342
5 43400000 43450000 124235
5 43450000 43500000 145054
5 43500000 43550000 124082
5 43550000 43600000 120884
5 43600000 43650000 134378
5 43650000 43700000 129715
5 43700000 43750000 142646
5 43750000 43800000 131725
5 43800000 43850000 148890
5 43850000 43900000 144742
5 43900000 43950000 140264
5 43950000 44000000 134692
5 44000000 44050000 131013
5 44050000 44100000 140483
5 44100000 44150000 142108
5 44150000 44200000 138668
5 44200000 44250000 146029
5 44250000 44300000 131984
5 44300000 44350000 137218
5 44350000 44400000 130696
5 44400000 44450000 150234
5 44450000 44500000 138865
5 44500000 44550000 136046
5 44550000 44600000 129905
5 44600000 44650000 144385
5 44650000 44700000 129070
5 44700000 44750000 134779
5 44750000 44800000 136521
5 44800000 44850000 132007
5 44850000 44900000 144670
5 44900000 44950000 144377
5 44950000 45000000 139314
5 45000000 45050000 133879
5 45050000 45100000 147771
5 45100000 45150000 136248
5 45150000 45200000 144709
5 45200000 45250000 129574
5 45250000 45300000 138769
5 45300000 45350000 138479
5 45350000 45400000 138572
5 45400000 45450000 135890
5 45450000 45500000 146079
5 45500000 45550000 137688
5 45550000 45600000 134656
5 45600000 45650000 142717
5 45650000 45700000 130246
5 45700000 45750000 137491
5 45750000 45800000 134157
5 45800000 45850000 135209
5 45850000 45900000 141551
5 45900000 45950000 148127
5 45950000 46000000 168298
5 46000000 46050000 142555
5 46050000 46100000 201581
5 46100000 46150000 144806
5 46150000 46200000 136329
5 46200000 46250000 149824
5 46250000 46300000 164584
5 46300000 46350000 372711
5 46350000 46400000 351053
5 46400000 46450000 33800
5 46450000 46500000 1
5 46500000 46550000 1
5 46550000 46600000 1
5 46600000 46650000 2
5 46650000 46700000 3
5 46700000 46750000 3
5 46750000 46800000 4
5 46800000 46850000 4
5 46850000 46900000 5
5 46900000 46950000 5
5 46950000 47000000 6
5 47000000 47050000 7
5 47050000 47100000 7
5 47100000 47150000 7
5 47150000 47200000 8
5 47200000 47250000 8
5 47250000 47300000 9
5 47300000 47350000 12
5 47350000 47400000 13
5 47400000 47450000 13
5 47450000 47500000 15
5 47500000 47550000 15
5 47550000 47600000 16
5 47600000 47650000 16
5 47650000 47700000 17
5 47700000 47750000 17
5 47750000 47800000 18
5 47800000 47850000 19
5 47850000 47900000 22
5 47900000 47950000 22
5 47950000 48000000 24
5 48000000 48050000 24
5 48050000 48100000 26
5 48100000 48150000 26
5 48150000 48200000 27
5 48200000 48250000 27
5 48250000 48300000 28
5 48300000 48350000 29
5 48350000 48400000 30
5 48400000 48450000 30
5 48450000 48500000 30
5 48500000 48550000 32
5 48550000 48600000 32
5 48600000 48650000 34
5 48650000 48700000 34
5 48700000 48750000 35
5 48750000 48800000 36
5 48800000 48850000 36
5 48850000 48900000 36
5 48900000 48950000 36
5 48950000 49000000 36
5 49000000 49050000 36
5 49050000 49100000 36
5 49100000 49150000 36
5 49150000 49200000 36
5 49200000 49250000 39
5 49250000 49300000 40
5 49300000 49350000 43
5 49350000 49400000 43
5 49400000 49450000 1222450
5 49450000 49500000 323031
5 49500000 49550000 371007
5 49550000 49600000 158990
5 49600000 49650000 142777
5 49650000 49700000 133777
5 49700000 49750000 132446
5 49750000 49800000 128345
5 49800000 49850000 139692
5 49850000 49900000 138295
5 49900000 49950000 139443
5 49950000 50000000 134076
5 50000000 50050000 140597
5 50050000 50100000 140806
5 50100000 50150000 141252
5 50150000 50200000 143090
5 50200000 50250000 135448
5 50250000 50300000 136728
5 50300000 50350000 139682
5 50350000 50400000 145176
5 50400000 50450000 142605
5 50450000 50500000 145047
5 50500000 50550000 148856
5 50550000 50600000 136495
5 50600000 50650000 138871
5 50650000 50700000 129001
5 50700000 50750000 139137
5 50750000 50800000 143959
5 50800000 50850000 157526
5 50850000 50900000 141981
5 50900000 50950000 141808
5 50950000 51000000 138370
5 51000000 51050000 143954
5 51050000 51100000 144068
5 51100000 51150000 139087
5 51150000 51200000 152302
5 51200000 51250000 150027
5 51250000 51300000 140690
5 51300000 51350000 146445
5 51350000 51400000 136386
5 51400000 51450000 152584
5 51450000 51500000 142059
5 51500000 51550000 147981
5 51550000 51600000 144566
5 51600000 51650000 155002
5 51650000 51700000 141780
5 51700000 51750000 140584
5 51750000 51800000 153278
5 51800000 51850000 139574
5 51850000 51900000 135790
5 51900000 51950000 134227
5 51950000 52000000 146432
5 52000000 52050000 127780
5 52050000 52100000 143031
5 52100000 52150000 141878
5 52150000 52200000 135530
5 52200000 52250000 139833
5 52250000 52300000 132992
5 52300000 52350000 137446
5 52350000 52400000 130248
5 52400000 52450000 128204
5 52450000 52500000 135446
5 52500000 52550000 124770
5 52550000 52600000 133563
5 52600000 52650000 137160
5 52650000 52700000 147042
5 52700000 52750000 134198
5 52750000 52800000 127233
5 52800000 52850000 136758
5 52850000 52900000 141813
5 52900000 52950000 136614
5 52950000 53000000 136271
5 53000000 53050000 132411
5 53050000 53100000 126218
5 53100000 53150000 131315
5 53150000 53200000 130524
5 53200000 53250000 136704
5 53250000 53300000 126404
5 53300000 53350000 132067
5 53350000 53400000 129460
5 53400000 53450000 145510
5 53450000 53500000 131861
5 53500000 53550000 125749
5 53550000 53600000 132984
5 53600000 53650000 134578
5 53650000 53700000 138343
5 53700000 53750000 123749
5 53750000 53800000 130720
5 53800000 53850000 120815
5 53850000 53900000 122747
5 53900000 53950000 117126
5 53950000 54000000 141486
5 54000000 54050000 131376
5 54050000 54100000 125146
5 54100000 54150000 128353
